Id,Date,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Day of week,Activity level
4057192912,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1776,Friday,Low
4057192912,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1776,Monday,Low
4057192912,5/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1776,Wednesday,Low
4057192912,6/04/2016,18,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,2,1438,1780,Saturday,Low
4057192912,7/04/2016,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,1,1439,1778,Monday,Low
4057192912,8/04/2016,8426,6.16,6.16,0.00,0.13,5.49,0.54,0.00,2,120,25,1293,2360,Thursday,Moderate
4057192912,9/04/2016,1650,1.21,1.21,0.00,0.00,0.00,1.21,0.00,0,0,60,1380,1952,Sunday,Low
4057192912,10/04/2016,3434,2.51,2.51,0.00,0.07,0.30,2.14,0.00,1,7,108,1324,2101,Tuesday,Low
4057192912,11/04/2016,6801,4.98,4.98,0.00,0.00,0.00,4.97,0.00,0,0,193,1247,2393,Friday,Moderate
4057192912,12/04/2016,187,0.14,0.14,0.00,0.00,0.00,0.14,0.00,0,0,11,400,538,Sunday,Low
4319703577,3/29/2016,5643,3.79,3.79,0.00,0.23,0.33,3.23,0.00,3,8,199,683,1958,Tuesday,Moderate
4319703577,3/30/2016,9043,6.07,6.07,0.00,0.25,0.43,5.37,0.00,4,12,244,702,2141,Wednesday,Moderate
4319703577,3/31/2016,8144,5.46,5.46,0.00,0.25,0.61,4.61,0.00,4,17,247,1125,2129,Thursday,Moderate
4319703577,1/04/2016,9343,6.27,6.27,0.00,0.96,0.85,4.46,0.00,14,20,268,654,2216,Monday,Moderate
4319703577,2/04/2016,8405,5.66,5.66,0.00,1.13,0.19,4.34,0.00,15,4,257,621,2154,Thursday,Moderate
4319703577,3/04/2016,8223,5.52,5.52,0.00,0.80,1.51,3.21,0.00,12,37,257,551,2178,Friday,Moderate
4319703577,4/04/2016,10067,6.76,6.76,0.00,0.36,1.42,4.97,0.00,5,39,313,578,2308,Monday,High
4319703577,5/04/2016,8359,5.63,5.63,0.00,0.23,0.53,4.87,0.00,3,14,311,638,2201,Wednesday,Moderate
4319703577,6/04/2016,10946,7.35,7.35,0.00,0.54,2.09,4.72,0.00,8,51,308,569,2341,Saturday,High
4319703577,7/04/2016,9130,6.15,6.15,0.00,0.50,0.38,5.27,0.00,7,11,304,668,2236,Monday,Moderate
4319703577,8/04/2016,6544,4.41,4.41,0.00,0.29,0.26,3.86,0.00,4,6,276,1132,2069,Thursday,Moderate
4319703577,9/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,0,Sunday,Low
4388161847,3/29/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Tuesday,Low
4388161847,3/30/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Wednesday,Low
4388161847,3/31/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Thursday,Low
4388161847,1/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Monday,Low
4388161847,2/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Thursday,Low
4388161847,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Friday,Low
4388161847,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1878,Monday,Low
4388161847,5/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,994,1296,Wednesday,Low
4445114986,3/29/2016,2303,1.55,1.55,0.00,0.00,0.00,1.55,0.00,0,0,155,807,2010,Tuesday,Low
4445114986,3/30/2016,2600,1.74,1.74,0.00,0.00,0.00,1.74,0.00,0,0,163,1277,2032,Wednesday,Low
4445114986,3/31/2016,4804,3.22,3.22,0.00,0.00,0.00,3.22,0.00,0,0,238,786,2227,Thursday,Low
4445114986,1/04/2016,3271,2.19,2.19,0.00,0.00,0.00,2.19,0.00,0,0,205,898,2133,Monday,Low
4445114986,2/04/2016,5406,3.63,3.63,0.00,0.00,0.00,3.61,0.00,0,0,273,672,2317,Thursday,Moderate
4445114986,3/04/2016,3146,2.11,2.11,0.00,0.00,0.00,2.11,0.00,0,0,171,1269,2058,Friday,Low
4445114986,4/04/2016,2422,1.63,1.63,0.00,0.00,0.00,1.63,0.00,0,0,110,1330,1935,Monday,Low
4445114986,5/04/2016,4239,2.84,2.84,0.00,0.06,0.24,2.53,0.00,1,6,235,702,2217,Wednesday,Low
4445114986,6/04/2016,6911,4.78,4.78,0.00,2.32,0.10,2.36,0.00,28,2,215,745,2374,Saturday,Moderate
4445114986,7/04/2016,6667,4.61,4.61,0.00,2.02,0.05,2.55,0.00,24,1,208,939,2335,Monday,Moderate
4445114986,8/04/2016,5543,3.72,3.72,0.00,0.00,0.00,3.72,0.00,0,0,266,941,2303,Thursday,Moderate
4445114986,9/04/2016,4195,2.81,2.81,0.00,0.00,0.00,2.81,0.00,0,0,239,758,2210,Sunday,Low
4445114986,10/04/2016,6625,4.45,4.45,0.00,0.00,0.00,4.45,0.00,0,0,316,755,2424,Tuesday,Moderate
4445114986,11/04/2016,5986,4.13,4.13,0.00,1.95,0.23,1.95,0.00,23,5,195,789,2297,Friday,Moderate
4445114986,12/04/2016,278,0.19,0.19,0.00,0.00,0.00,0.19,0.00,0,0,20,253,745,Sunday,Low
4558609924,1/04/2016,5336,3.53,3.53,0.00,0.00,0.00,3.53,0.00,0,0,258,1182,1902,Monday,Moderate
4558609924,2/04/2016,3183,2.10,2.10,0.00,0.00,0.00,2.10,0.00,0,0,173,1180,1680,Thursday,Low
4558609924,3/04/2016,6176,4.08,4.08,0.00,0.07,0.26,3.75,0.00,1,7,269,886,1901,Friday,Moderate
4558609924,4/04/2016,8205,5.42,5.42,0.00,0.00,0.00,5.42,0.00,0,0,367,1073,2078,Monday,Moderate
4558609924,5/04/2016,6799,4.49,4.49,0.00,1.59,0.86,2.04,0.00,24,14,185,1217,1876,Wednesday,Moderate
4558609924,6/04/2016,5668,3.75,3.75,0.00,0.00,0.00,3.75,0.00,0,0,259,1181,1853,Saturday,Moderate
4558609924,7/04/2016,7998,5.29,5.29,0.00,0.51,0.25,4.53,0.00,27,12,296,1105,2235,Monday,Moderate
4558609924,8/04/2016,4195,2.77,2.77,0.00,0.00,0.00,2.77,0.00,0,0,241,1199,1778,Thursday,Low
4558609924,9/04/2016,5512,3.64,3.64,0.00,0.00,0.00,3.64,0.00,0,0,276,1164,1882,Sunday,Moderate
4558609924,10/04/2016,6263,4.14,4.14,0.00,0.00,0.00,4.13,0.00,0,0,290,1150,1906,Tuesday,Moderate
4558609924,11/04/2016,8828,5.84,5.84,0.00,0.00,0.00,5.84,0.00,0,0,308,1132,2149,Friday,Moderate
4558609924,12/04/2016,1260,0.83,0.83,0.00,0.00,0.00,0.82,0.00,0,0,76,555,722,Sunday,Low
4702921684,3/29/2016,6506,5.28,5.28,0.00,0.33,0.27,4.67,0.00,4,5,241,760,2886,Wednesday,Moderate
4702921684,3/30/2016,7583,6.15,6.15,0.00,0.25,0.55,5.35,0.00,3,13,227,742,2915,Thursday,Moderate
4702921684,3/31/2016,6963,5.65,5.65,0.00,0.00,0.00,5.65,0.00,0,0,256,759,2895,Thursday,Moderate
4702921684,1/04/2016,7165,5.81,5.81,0.00,0.00,0.37,5.44,0.00,0,9,248,708,2923,Monday,Moderate
4702921684,2/04/2016,10328,8.38,8.38,0.00,0.00,1.46,6.92,0.00,0,32,367,475,3323,Thursday,High
4702921684,3/04/2016,12116,9.83,9.83,0.00,0.25,2.85,6.72,0.00,3,57,323,471,3357,Friday,High
4702921684,4/04/2016,7810,6.36,6.36,0.00,0.48,1.20,4.68,0.00,6,27,216,746,2931,Monday,Moderate
4702921684,5/04/2016,6670,5.41,5.41,0.00,1.24,0.80,3.37,0.00,15,16,199,770,2848,Wednesday,Moderate
4702921684,6/04/2016,7605,6.18,6.18,0.00,0.33,0.21,5.63,0.00,4,4,248,708,2943,Saturday,Moderate
4702921684,7/04/2016,6585,5.34,5.34,0.00,0.00,0.00,5.34,0.00,0,0,210,770,2822,Monday,Moderate
4702921684,8/04/2016,8184,6.64,6.64,0.00,0.00,0.62,5.95,0.00,0,15,247,808,2981,Thursday,Moderate
4702921684,9/04/2016,14002,11.36,11.36,0.00,0.61,2.68,8.06,0.00,8,56,381,407,3597,Sunday,High
4702921684,10/04/2016,11135,9.03,9.03,0.00,0.08,1.16,7.79,0.00,1,25,331,528,3224,Tuesday,High
4702921684,11/04/2016,6499,5.27,5.27,0.00,0.00,0.00,5.27,0.00,0,0,207,809,2677,Friday,Moderate
4702921684,12/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,0,Sunday,Low
5553957443,1/04/2016,12409,8.10,8.10,0.00,2.90,0.63,4.58,0.00,51,12,235,782,2142,Monday,High
5553957443,2/04/2016,2937,1.92,1.92,0.00,0.00,0.00,1.91,0.00,0,0,181,356,1615,Thursday,Low
5553957443,3/04/2016,1515,0.99,0.99,0.00,0.00,0.00,0.99,0.00,0,0,93,507,1481,Friday,Low
5553957443,4/04/2016,8921,5.88,5.88,0.00,2.07,0.44,3.36,0.00,27,8,198,754,1892,Monday,Moderate
5553957443,5/04/2016,11306,7.38,7.38,0.00,2.31,0.98,4.09,0.00,40,26,218,772,2086,Wednesday,High
5553957443,6/04/2016,12252,8.00,8.00,0.00,2.41,1.70,3.89,0.00,33,28,229,745,2044,Saturday,High
5553957443,7/04/2016,15444,10.08,10.08,0.00,3.27,1.73,5.08,0.00,51,39,243,731,2249,Monday,High
5553957443,8/04/2016,9938,6.49,6.49,0.00,2.14,1.28,3.08,0.00,38,24,193,767,2019,Thursday,Moderate
5553957443,9/04/2016,4599,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0,0,176,578,1692,Sunday,Low
5553957443,10/04/2016,5594,3.65,3.65,0.00,0.28,1.48,1.89,0.00,4,25,150,552,1712,Tuesday,Moderate
5553957443,11/04/2016,11906,7.77,7.77,0.00,2.26,1.52,3.99,0.00,32,27,234,688,2065,Friday,High
5553957443,12/04/2016,3436,2.24,2.24,0.00,0.50,0.67,1.05,0.00,7,11,50,61,633,Sunday,Low
5577150313,1/04/2016,10461,7.87,7.87,0.00,4.76,0.85,2.25,0.00,99,31,142,721,3625,Monday,High
5577150313,2/04/2016,14873,11.11,11.11,0.00,8.19,0.60,2.31,0.00,202,36,153,663,4430,Thursday,High
5577150313,3/04/2016,9917,7.41,7.41,0.00,1.99,0.97,4.44,0.00,58,27,240,700,3427,Friday,Moderate
5577150313,4/04/2016,7401,5.56,5.56,0.00,2.32,0.36,2.88,0.00,70,19,204,689,3492,Monday,Moderate
5577150313,5/04/2016,8964,6.70,6.70,0.00,3.97,0.19,2.53,0.00,107,18,145,756,3597,Wednesday,Moderate
5577150313,6/04/2016,11080,8.30,8.30,0.00,3.13,1.37,3.81,0.00,83,52,190,695,3765,Saturday,High
5577150313,7/04/2016,4499,3.36,3.36,0.00,0.89,0.26,2.21,0.00,31,11,146,756,2775,Monday,Low
5577150313,8/04/2016,4363,3.26,3.26,0.00,0.13,0.06,3.08,0.00,8,2,156,813,2486,Thursday,Low
5577150313,9/04/2016,10494,7.84,7.84,0.00,4.91,0.78,2.15,0.00,123,62,138,601,3817,Sunday,High
5577150313,10/04/2016,9776,7.38,7.38,0.00,2.93,1.43,3.02,0.00,80,35,162,721,3378,Tuesday,Moderate
5577150313,11/04/2016,2862,2.14,2.14,0.00,1.04,0.25,0.84,0.00,39,17,54,209,1511,Friday,Low
6117666160,1/04/2016,7444,5.62,5.62,0.00,0.00,0.00,5.62,0.00,0,0,286,568,2210,Monday,Moderate
6117666160,2/04/2016,19658,14.84,14.84,0.00,0.24,2.09,12.51,0.00,3,30,475,466,2884,Thursday,High
6117666160,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1496,Friday,Low
6117666160,4/04/2016,8468,6.39,6.39,0.00,0.18,0.64,5.57,0.00,2,11,279,1148,2262,Monday,Moderate
6117666160,5/04/2016,9910,7.48,7.48,0.00,0.00,0.00,7.48,0.00,0,0,384,990,2445,Wednesday,Moderate
6117666160,6/04/2016,12409,9.37,9.37,0.00,0.00,0.00,9.37,0.00,0,0,491,388,2694,Saturday,High
6117666160,7/04/2016,4853,3.66,3.66,0.00,0.00,0.00,3.66,0.00,0,0,156,770,1903,Monday,Low
6117666160,8/04/2016,8955,6.76,6.76,0.00,0.00,0.00,6.73,0.00,0,0,422,1018,2482,Thursday,Moderate
6117666160,9/04/2016,10789,8.15,8.15,0.00,0.00,0.00,8.15,0.00,0,0,506,413,2617,Sunday,High
6117666160,10/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,0,Tuesday,Low
6290855005,1/04/2016,6633,5.01,5.01,0.00,0.00,0.00,5.01,0.00,0,0,280,1160,2778,Monday,Moderate
6290855005,2/04/2016,9548,7.22,7.22,0.00,2.02,3.68,1.52,0.00,25,107,113,1195,3119,Thursday,Moderate
6290855005,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,1407,2664,Friday,Low
6290855005,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Monday,Low
6290855005,5/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Wednesday,Low
6290855005,6/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Saturday,Low
6290855005,7/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Monday,Low
6290855005,8/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Thursday,Low
6290855005,9/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2060,Sunday,Low
6290855005,10/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0,0,494,735,Tuesday,Low
6391747486,1/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1820,Monday,Low
6391747486,2/04/2016,2101,2.03,0.00,2.03,2.03,0.00,0.00,0.00,46,0,0,1394,2224,Thursday,Low
6391747486,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1820,Friday,Low
6391747486,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1820,Monday,Low
6391747486,5/04/2016,9766,7.51,0.78,6.73,0.00,0.05,7.46,0.00,0,6,301,1133,2442,Wednesday,Moderate
6391747486,6/04/2016,165,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0,0,8,1432,1849,Saturday,Low
6391747486,7/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1822,Monday,Low
6391747486,8/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1820,Thursday,Low
6391747486,9/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,198,251,Sunday,Low
6775888955,1/04/2016,7225,5.18,5.18,0.00,1.73,1.27,2.18,0.00,25,50,163,1189,3065,Monday,Moderate
6775888955,2/04/2016,1988,1.43,1.43,0.00,0.00,0.00,1.43,0.00,0,0,79,909,2207,Thursday,Low
6775888955,3/04/2016,1577,1.13,1.13,0.00,0.07,0.89,0.17,0.00,1,17,8,1414,1977,Friday,Low
6775888955,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Monday,Low
6775888955,5/04/2016,9348,6.70,6.70,0.00,1.13,2.04,3.14,0.00,56,133,240,1011,4286,Wednesday,Moderate
6775888955,6/04/2016,11761,8.43,8.43,0.00,1.31,2.44,4.68,0.00,24,99,300,550,3920,Saturday,High
6775888955,7/04/2016,13987,10.03,10.03,0.00,2.87,3.34,3.82,0.00,46,114,250,739,3856,Monday,High
6775888955,8/04/2016,4131,2.96,2.96,0.00,1.37,0.61,0.98,0.00,27,30,75,1308,2584,Thursday,Low
6775888955,9/04/2016,14,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,1,601,787,Sunday,Low
6962181067,3/30/2016,15491,10.24,10.24,0.00,1.29,4.49,4.46,0.00,18,77,272,641,2244,Wednesday,High
6962181067,3/31/2016,14097,9.32,9.32,0.00,3.50,1.92,3.90,0.00,50,32,234,595,2188,Thursday,High
6962181067,1/04/2016,10467,6.98,6.98,0.00,0.70,2.43,3.85,0.00,9,45,252,602,2014,Monday,High
6962181067,2/04/2016,12437,8.30,8.30,0.00,3.76,1.29,3.24,0.00,50,24,219,732,2115,Thursday,High
6962181067,3/04/2016,12307,8.14,8.14,0.00,1.01,3.26,3.87,0.00,14,51,218,589,2055,Friday,High
6962181067,4/04/2016,18952,12.80,12.80,0.00,5.91,1.23,5.66,0.00,73,20,327,570,2437,Monday,High
6962181067,5/04/2016,12010,7.94,7.94,0.00,2.38,0.95,4.61,0.00,38,17,287,692,2158,Wednesday,High
6962181067,6/04/2016,12480,8.86,8.25,3.97,4.18,0.69,4.00,0.00,55,14,276,593,2170,Saturday,High
6962181067,7/04/2016,13417,9.65,8.87,1.93,3.39,1.25,4.91,0.10,45,16,284,665,2244,Monday,High
6962181067,8/04/2016,14400,10.88,9.52,5.46,2.47,2.88,5.53,0.00,27,37,276,697,2188,Thursday,High
6962181067,9/04/2016,12495,8.26,8.26,0.00,2.21,1.09,4.96,0.00,33,19,324,609,2231,Sunday,High
6962181067,10/04/2016,10148,6.71,6.71,0.00,1.36,0.22,5.13,0.00,19,7,306,679,2100,Tuesday,High
6962181067,11/04/2016,12362,9.09,8.17,2.70,1.09,2.73,5.27,0.00,21,38,297,678,2188,Friday,High
6962181067,12/04/2016,5893,3.90,3.90,0.00,2.88,0.56,0.46,0.00,43,9,48,146,917,Sunday,Moderate
7007744171,1/04/2016,11680,9.06,7.81,4.90,4.49,0.33,4.24,0.00,50,7,244,1139,2573,Monday,High
7007744171,2/04/2016,10976,7.34,7.34,0.00,0.55,0.67,6.13,0.00,9,16,271,1075,2575,Thursday,High
7007744171,3/04/2016,16806,11.24,11.24,0.00,6.41,1.37,3.47,0.00,104,31,230,1002,3086,Friday,High
7007744171,4/04/2016,15266,11.40,10.21,5.19,5.80,0.76,4.79,0.05,70,21,292,1057,2886,Monday,High
7007744171,5/04/2016,12084,9.14,8.08,4.84,4.39,0.46,4.29,0.00,50,6,284,1030,2676,Wednesday,High
7007744171,6/04/2016,13513,10.25,9.07,4.84,5.35,0.33,4.56,0.00,64,8,270,1098,2811,Saturday,High
7007744171,7/04/2016,14100,10.58,9.43,4.88,5.10,1.19,4.28,0.00,61,33,265,1015,2840,Monday,High
7007744171,8/04/2016,12627,9.65,8.45,4.84,4.70,0.74,4.21,0.00,54,22,301,1063,2871,Thursday,High
7007744171,9/04/2016,10345,6.92,6.92,0.00,0.07,0.27,6.58,0.00,2,6,358,1074,2613,Sunday,High
7007744171,10/04/2016,10146,6.79,6.79,0.00,0.07,0.61,6.11,0.00,1,12,397,1030,2700,Tuesday,High
7007744171,11/04/2016,12168,8.14,8.14,0.00,1.05,0.79,6.29,0.00,18,27,375,1020,2871,Friday,High
7007744171,12/04/2016,7413,5.77,4.96,4.87,4.50,0.34,0.94,0.00,53,6,43,405,1023,Sunday,Moderate
7086361926,1/04/2016,11463,7.67,7.67,0.00,2.83,1.89,2.93,0.00,38,30,154,777,2496,Monday,High
7086361926,2/04/2016,87,0.02,0.02,0.00,0.00,0.00,0.01,0.00,0,0,2,872,1641,Thursday,Low
7086361926,3/04/2016,1949,1.31,1.31,0.00,0.23,0.35,0.73,0.00,3,6,27,1404,1794,Friday,Low
7086361926,4/04/2016,6101,3.87,3.87,0.00,0.53,0.23,3.10,0.00,31,24,138,1247,2421,Monday,Moderate
7086361926,5/04/2016,7478,4.99,4.99,0.00,1.80,0.53,2.61,0.03,25,33,132,1159,2439,Wednesday,Moderate
7086361926,6/04/2016,7352,4.73,4.73,0.00,1.41,0.78,2.53,0.00,19,14,124,814,2233,Saturday,Moderate
7086361926,7/04/2016,14604,10.82,10.82,0.00,7.23,1.12,2.43,0.03,76,30,127,695,2862,Monday,High
7086361926,8/04/2016,9634,6.52,6.52,0.00,2.50,1.40,2.59,0.00,50,48,140,797,2752,Thursday,Moderate
7086361926,9/04/2016,7338,4.67,4.67,0.00,1.08,0.13,3.46,0.00,27,5,204,717,2519,Sunday,Moderate
7086361926,10/04/2016,569,0.35,0.35,0.00,0.00,0.00,0.34,0.00,0,0,27,1368,1799,Tuesday,Low
7086361926,11/04/2016,6242,3.92,3.92,0.00,0.74,0.23,2.93,0.00,46,22,126,741,2543,Friday,Moderate
7086361926,12/04/2016,430,0.26,0.26,0.00,0.00,0.00,0.26,0.00,0,0,14,75,625,Sunday,Low
8053475328,2/04/2016,20188,15.62,15.62,0.00,12.06,0.85,2.71,0.00,124,19,172,1125,3377,Thursday,High
8053475328,3/04/2016,25701,20.14,20.14,0.00,16.82,1.63,1.69,0.00,165,36,97,1142,3697,Friday,High
8053475328,4/04/2016,17395,13.21,13.21,0.00,9.67,0.18,3.35,0.00,100,4,213,1123,3209,Monday,High
8053475328,5/04/2016,17167,13.41,13.41,0.00,9.96,0.31,3.14,0.00,98,8,184,1150,3167,Wednesday,High
8053475328,6/04/2016,16435,12.42,12.42,0.00,8.96,0.55,2.91,0.00,100,14,191,1135,3122,Saturday,High
8053475328,7/04/2016,17078,13.20,13.20,0.00,9.97,0.24,2.99,0.00,101,6,190,1143,3176,Monday,High
8053475328,8/04/2016,11693,9.54,9.54,0.00,6.77,0.26,2.50,0.00,60,6,153,1221,2790,Thursday,High
8053475328,9/04/2016,11159,9.14,9.14,0.00,6.69,0.25,2.19,0.00,59,6,120,1255,2715,Sunday,High
8053475328,10/04/2016,10118,7.73,7.73,0.00,3.05,0.80,3.88,0.00,30,18,207,1185,2684,Tuesday,High
8053475328,11/04/2016,16064,12.72,12.72,0.00,9.98,0.36,2.38,0.00,96,8,155,1181,3097,Friday,High
8053475328,12/04/2016,290,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0,0,16,599,791,Sunday,Low
8253242879,1/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1429,Monday,Low
8253242879,2/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1429,Thursday,Low
8253242879,3/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1429,Friday,Low
8253242879,4/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1429,Monday,Low
8253242879,5/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1429,Wednesday,Low
8253242879,6/04/2016,1931,1.28,1.28,0.00,0.00,0.00,1.28,0.00,0,0,94,1346,1607,Saturday,Low
8253242879,7/04/2016,5181,3.42,3.42,0.00,1.00,0.91,1.51,0.01,15,15,107,1303,1776,Monday,Moderate
8253242879,8/04/2016,12026,9.15,9.15,0.00,5.70,0.93,2.51,0.00,47,13,150,1230,2162,Thursday,High
8253242879,9/04/2016,5360,3.54,3.54,0.00,0.54,1.55,1.46,0.00,8,28,148,1256,1832,Sunday,Moderate
8253242879,10/04/2016,2545,1.68,1.68,0.00,0.00,0.00,1.67,0.02,0,0,126,1314,1657,Tuesday,Low
8253242879,11/04/2016,1636,1.08,1.08,0.00,0.00,0.00,1.08,0.00,0,0,86,1139,1377,Friday,Low
8253242879,12/04/2016,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,0,Sunday,Low
8378563200,1/04/2016,14179,11.24,11.24,0.00,6.23,1.06,3.96,0.00,73,21,195,719,3669,Monday,High
8378563200,2/04/2016,3358,2.66,2.66,0.00,0.00,0.00,2.66,0.00,0,0,144,657,2702,Thursday,Low
8378563200,3/04/2016,9152,7.26,7.26,0.00,1.99,0.82,4.45,0.00,25,13,243,600,3304,Friday,Moderate
8378563200,4/04/2016,13935,11.05,11.05,2.09,4.09,0.79,6.17,0.00,105,16,220,658,4234,Monday,High
8378563200,5/04/2016,12846,10.19,10.19,2.25,5.00,0.75,4.44,0.00,113,15,189,686,4128,Wednesday,High
8378563200,6/04/2016,9124,7.24,7.24,2.09,0.00,0.25,6.99,0.00,55,6,230,728,3798,Saturday,Moderate
8378563200,7/04/2016,9725,7.71,7.71,2.25,2.41,0.53,4.77,0.00,83,11,181,670,3839,Monday,Moderate
8378563200,8/04/2016,8350,6.62,6.62,2.09,1.49,0.53,4.61,0.00,72,10,167,868,3713,Thursday,Moderate
8378563200,9/04/2016,2240,1.78,1.78,0.00,0.00,0.00,1.78,0.00,0,0,110,843,2606,Sunday,Low
8378563200,10/04/2016,2631,2.09,2.09,0.00,0.00,0.00,2.09,0.00,0,0,117,727,2624,Tuesday,Low
8378563200,11/04/2016,8837,7.01,7.01,2.09,1.54,0.88,4.59,0.00,74,17,182,811,3775,Friday,Moderate
8378563200,12/04/2016,3246,2.57,2.57,2.25,0.83,0.71,1.03,0.00,65,15,49,243,1882,Sunday,Low
8583815059,1/04/2016,2174,1.70,1.70,0.00,0.00,0.00,1.70,0.00,0,0,112,1328,2360,Monday,Low
8583815059,2/04/2016,3494,2.73,2.73,0.00,0.00,0.00,2.69,0.00,0,0,166,1274,2517,Thursday,Low
8583815059,3/04/2016,2380,1.86,1.86,0.00,0.00,0.00,1.86,0.00,0,0,131,1309,2400,Friday,Low
8583815059,4/04/2016,3159,2.46,2.46,0.00,0.00,0.00,2.46,0.00,0,0,147,1293,2462,Monday,Low
8583815059,5/04/2016,6835,5.33,5.33,0.00,0.37,0.73,4.24,0.00,5,15,212,1208,2786,Wednesday,Moderate
8583815059,6/04/2016,2098,1.64,1.64,0.00,0.00,0.00,1.63,0.00,0,0,112,1328,2354,Saturday,Low
8583815059,7/04/2016,2816,2.20,2.20,0.00,0.00,0.00,2.20,0.00,0,0,138,1302,2437,Monday,Low
8583815059,8/04/2016,1408,1.10,1.10,0.00,0.00,0.00,1.10,0.00,0,0,79,1052,1814,Thursday,Low
8792009665,1/04/2016,4592,2.94,2.94,0.00,0.10,0.14,2.70,0.00,4,8,176,748,2260,Monday,Low
8792009665,2/04/2016,8452,5.41,5.41,0.00,0.26,0.39,4.76,0.00,9,24,328,1079,3004,Thursday,Moderate
8792009665,3/04/2016,7238,4.63,4.63,0.00,0.11,0.23,4.29,0.00,2,6,279,636,2667,Friday,Moderate
8792009665,4/04/2016,3821,2.45,2.45,0.00,0.00,0.22,2.23,0.00,0,9,161,675,2229,Monday,Low
8792009665,5/04/2016,2332,1.49,1.49,0.00,0.01,0.18,1.30,0.00,1,10,111,904,2100,Wednesday,Low
8792009665,6/04/2016,2121,1.36,1.36,0.00,0.00,0.00,1.36,0.00,0,0,122,855,2114,Saturday,Low
8792009665,7/04/2016,1291,0.83,0.83,0.00,0.00,0.00,0.83,0.00,0,0,77,888,1961,Monday,Low
8792009665,8/04/2016,1467,0.94,0.94,0.00,0.10,0.21,0.63,0.00,2,8,71,912,1953,Thursday,Low
